Factory Name,Factory Type,Product Type,"Nike, Inc. Brand(s)",Events,Supplier Group,Address,City,State,Add,Postal Code,Country/Region,Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers,Lat,Lon,Status
"XINCHANG SHOES CO.,LTD",FINISHED GOODS - COMPONENTS,FOOTWEAR,NIKE,,DEAN SHOES,HUAFENG INDUSTRY GARDEN,XINNING,GUANGDONG,"HUAFENG INDUSTRY GARDEN, XINNING, GUANGDONG, China Mainland",510000,China Mainland,N ASIA,4661,4305,86.0%,0.0%,39.94256,116.395046,success
YANCHENG XINBO GARMENTS CO LTD,FINISHED GOODS,APPAREL,Converse,,DÉCOR,NO11 CHANGJIANG RD,YANCHENG,JIANGSU,"NO11 CHANGJIANG RD, YANCHENG, JIANGSU, China Mainland",224007,China Mainland,N ASIA,184,172,82.0%,0.0%,33.373814,120.228584,success
"YANGZHOU BAOYI SHOES MANUFACTURING CO.,LTD.",FINISHED GOODS,FOOTWEAR,Converse,,LAI YIH ,"NO,168 YUYUAN ROAD,YUYUAN INDUSTRIAL PARK,YANGZHOU ECONOMIC AND TECHNICAL DEVELOPMENT ZONE,JIANGSU P",YANG ZHOU,JIANGSU,"NO,168 YUYUAN ROAD,YUYUAN INDUSTRIAL PARK,YANGZHOU ECONOMIC AND TECHNICAL DEVELOPMENT ZONE,JIANGSU P, YANG ZHOU, JIANGSU, China Mainland",225009,China Mainland,N ASIA,2529,2103,81.0%,0.0%,31.228898,121.487277,doubt
"YEGIN INDUSTRY (VIETNAM) CO., LTD",FINISHED GOODS,EQUIPMENT,NIKE,,YEGIN,"LOT NO. 36A, 37A, LONG GIANG INDUSTRIAL PARK, TAN LAP 1",TAN PHUOC DISTRICT,TIN GIANG,"LOT NO. 36A, 37A, LONG GIANG INDUSTRIAL PARK, TAN LAP 1, TAN PHUOC DISTRICT, TIN GIANG, Viet Nam",863900,Viet Nam,SE ASIA,1084,910,81.0%,0.7%,52.051125,4.640322,doubt
YESIM TEKSTIL SANAYI VE TICARET  A.S.,MATERIALS,MATERIALS,NIKE,,YESIM,KARAPINAR MAHALLESI ANKARA YOLU CADDESI NO900 16300 YILDIRIM,BURSA,BURSA,"KARAPINAR MAHALLESI ANKARA YOLU CADDESI NO900 16300 YILDIRIM, BURSA, BURSA, TURKEY",16580,TURKEY,EMEA,,,0.0%,0.0%,40.197306,29.173146,success
YESTERWEAR,FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),705 SMITHVILLE ROAD,LUMBERTON,NEW JERSEY,"705 SMITHVILLE ROAD, LUMBERTON, NEW JERSEY, United States of America",8048,United States of America,AMERICAS,72,60,60.0%,0.0%,39.976801,-74.750985,success
YICHANE CO.LTD,FINISHED GOODS,EQUIPMENT,NIKE,,NO GROUP (EQ),"NO.34, LANE 172, CHENGSI ST ",TAINAN,TAINAN,"NO.34, LANE 172, CHENGSI ST , TAINAN, TAINAN, Taiwan",709,Taiwan,N ASIA,30,12,86.0%,0.0%,23.109964,120.301152,doubt
"YICHUN YISEN INDUSTRY CO., LTD",FINISHED GOODS - COMPONENTS,FOOTWEAR,NIKE,,POU CHEN,ECONOMIC AND TECHNOLOGICAL DEVELOPMENT ZONE,YICHUN CITY,JIANGXI PROVINCE,"ECONOMIC AND TECHNOLOGICAL DEVELOPMENT ZONE, YICHUN CITY, JIANGXI PROVINCE, China Mainland",336000,China Mainland,N ASIA,3084,2674,97.0%,0.0%,-23.919363,29.461652,doubt
YIECHANG,FINISHED GOODS,EQUIPMENT,NIKE,,NO GROUP (EQ),"NO.63-3 LANE.192,SHUI YUAN RD",FENG YUAN,TAICHUNG,"NO.63-3 LANE.192,SHUI YUAN RD, FENG YUAN, TAICHUNG, Taiwan",42084,Taiwan,N ASIA,46,36,58.0%,27.8%,24.141945,120.668406,doubt
"YONGZHOU KAIXIANG SHOETOWN FOOTWEAR CO., LTD. NOT A FINISHED GOODS FACILITY",FINISHED GOODS - COMPONENTS,FOOTWEAR,NIKE,,SHOETOWN,"#421, DONGXIN ROAD, BAIYASHITOWN",YONGZHOU,HUNAN,"#421, DONGXIN ROAD, BAIYASHITOWN, YONGZHOU, HUNAN, China Mainland",425900,China Mainland,N ASIA,1368,1116,90.0%,0.0%,36.064618,103.791911,doubt
"YONGZHOU KAIXIN SHOETOWN FOOTWEAR CO., LTD.",FINISHED GOODS,FOOTWEAR,NIKE,,SHOETOWN,INTERSECTION OF ZHENXING RD,YONG ZHOU,HUNAN,"INTERSECTION OF ZHENXING RD, YONG ZHOU, HUNAN, China Mainland",425300,China Mainland,N ASIA,725,609,92.0%,0.0%,31.922183,120.920373,doubt
"YOON TEXTILE CO., LTD",MATERIALS,MATERIALS,NIKE,,JOONGANG,"30, HASINBEONYEONG-RO 73BEON-GIL",BUSAN,BUSAN,"30, HASINBEONYEONG-RO 73BEON-GIL, BUSAN, BUSAN, Korea (Republic of)",604-838,Korea (Republic of),N ASIA,,,0.0%,0.0%,35.11741,129.002102,doubt
YOU YOUNG,FINISHED GOODS - COMPONENTS,FOOTWEAR,NIKE,,NO GROUP (FW),"14, SINSAN-RO",BUSAN,BUSAN GWANGYEOGSI,"14, SINSAN-RO, BUSAN, BUSAN GWANGYEOGSI, Korea (Republic of)",49432,Korea (Republic of),N ASIA,240,73,16.0%,0.0%,38.376007,-90.229924,success
YOU YOUNG (KOREA),MATERIALS,MATERIALS,"NIKE, Converse",,YOU YOUNG ,"140, SINSAN-RO, SAHA-GU",BUSAN,,"140, SINSAN-RO, SAHA-GU, BUSAN, , Korea (Republic of)",,Korea (Republic of),N ASIA,,,0.0%,0.0%,35.11741,129.002102,doubt
YOU YOUNG (VIETNAM),MATERIALS,MATERIALS,NIKE,,YOU YOUNG ,"LOT E11-12, E15-16 VIET HUONG _ IND. PARK",BEN CAT,BINH DUONG,"LOT E11-12, E15-16 VIET HUONG _ IND. PARK, BEN CAT, BINH DUONG, Viet Nam",0,Viet Nam,SE ASIA,,,0.0%,0.0%,50.212041,4.828379,doubt
YOUNG IL VIETNAM,MATERIALS,MATERIALS,NIKE,,YOUNG IL,"LOT A6 1-4, THANH THANH CONG IP",TRANG BANG DISTRICT,TAY NINH,"LOT A6 1-4, THANH THANH CONG IP, TRANG BANG DISTRICT, TAY NINH, Viet Nam",0,Viet Nam,SE ASIA,,,0.0%,0.0%,15.762771,108.125166,doubt
"YOUNG POONG TEXTILE CO., LTD",MATERIALS,MATERIALS,NIKE,,JOONGANG,"37, SINSAN-RO 13BEON-GIL",BUSAN,SOUTH GYEONGSANG,"37, SINSAN-RO 13BEON-GIL, BUSAN, SOUTH GYEONGSANG, Korea (Republic of)",604-838,Korea (Republic of),N ASIA,,,0.0%,0.0%,38.442028,-90.204511,success
"YRC TEXTILE CO.,LTD.",MATERIALS,MATERIALS,NIKE,,YRC,"134, 143/2-3 MOO 6, SATHAKIT 1ST ROAD, OAM NOI",KRATOOMBAN,SAMUTSAKORN,"134, 143/2-3 MOO 6, SATHAKIT 1ST ROAD, OAM NOI, KRATOOMBAN, SAMUTSAKORN, THAILAND",74130,THAILAND,SE ASIA,,,0.0%,0.0%,15.512883,101.301707,doubt
YUAN LING,MATERIALS,MATERIALS,NIKE,,YUAN LING,202 CHANGLU ROAD,CHANGHUA CITY,T'AI-WAN,"202 CHANGLU ROAD, CHANGHUA CITY, T'AI-WAN, Taiwan",0,Taiwan,N ASIA,,,0.0%,0.0%,24.867046,121.531676,doubt
"YUMEI SHANTOU GARMENTS CO., LTD",FINISHED GOODS,APPAREL,NIKE,Collegiate,EAGLE NICE,NO.48 HENG SHAN RD,SHANTOU,GUANGDONG,"NO.48 HENG SHAN RD, SHANTOU, GUANGDONG, China Mainland",515041,China Mainland,N ASIA,2415,1716,79.0%,0.0%,23.370226,116.715362,doubt
"ZAO ZHUANG RUIXING SHOES CO., LTD",FINISHED GOODS - COMPONENTS,FOOTWEAR,NIKE,,CHANGSHIN,N0.3 FUXING ROAD,ZAOZHUANG CITY,SHANDONG,"N0.3 FUXING ROAD, ZAOZHUANG CITY, SHANDONG, China Mainland",250011,China Mainland,N ASIA,1686,1597,97.0%,0.0%,38.092869,106.331233,doubt
"ZHANGJIAGANG NEW HUAYUAN ACCESSONES CO., LTD",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"NO. 1, HENAN ROAD, TANGSHI OFFICE, YANGSHE TOWN",ZHANGJIAGANG,JIANGSU,"NO. 1, HENAN ROAD, TANGSHI OFFICE, YANGSHE TOWN, ZHANGJIAGANG, JIANGSU, China Mainland",215600,China Mainland,N ASIA,91,83,85.0%,0.0%,45.768457,-77.186564,doubt
"ZHANGJIAJIE EXCELLENCE SPORT PRODUCTS CO., LTD.",FINISHED GOODS,EQUIPMENT,NIKE,,ALPUS,"BUILDING NO1.2.3 QILONGGANG INDUSTRIAL ZONE, ",ZHANGJIAJIE,HUNAN,"BUILDING NO1.2.3 QILONGGANG INDUSTRIAL ZONE, , ZHANGJIAJIE, HUNAN, China Mainland",427200,China Mainland,N ASIA,279,212,97.0%,0.0%,24.692212,118.136626,success
"ZHEJIANG CLIS FASHION CO., LTD.",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),Nº 10 BLDG Nº 39 XIANGYUAN ROAD.,HANGZHOU,ZHEJIANG,"Nº 10 BLDG Nº 39 XIANGYUAN ROAD., HANGZHOU, ZHEJIANG, China Mainland",310012,China Mainland,N ASIA,44,24,72.0%,0.0%,30.338937,120.112164,doubt
ZHEJIANG GUANGTAI DELTA SOCKS CO. LTD.,FINISHED GOODS,EQUIPMENT,NIKE,,DELTA,36 KAIXIANG AVENUE,"CAOTA TOWN, ZHUJI",ZHEJIANG,"36 KAIXIANG AVENUE, CAOTA TOWN, ZHUJI, ZHEJIANG, China Mainland",311812,China Mainland,N ASIA,302,243,56.0%,0.0%,42.724633,-71.158536,doubt
"ZHEJIANG QIAOER TINGTING GARMENT CO., LTD",FINISHED GOODS,APPAREL,NIKE,,DELTA,NO 147 WEST RENMIN ROAD,SHANGYU CITY,ZHEJIANG,"NO 147 WEST RENMIN ROAD, SHANGYU CITY, ZHEJIANG, China Mainland",312300,China Mainland,N ASIA,2161,966,77.0%,0.0%,29.138602,121.024492,doubt
ZHENJIANG TUNTEX GARMENT CO LTD.,FINISHED GOODS,APPAREL,NIKE,,TUNTEX,"NO. 10, FUDA VENTURE PARK, JURONG ECONOMIC DEVELOPMENT ZONE",ZHENJIANG,JIANGSU,"NO. 10, FUDA VENTURE PARK, JURONG ECONOMIC DEVELOPMENT ZONE, ZHENJIANG, JIANGSU, China Mainland",212400,China Mainland,N ASIA,483,350,95.0%,0.0%,39.733382,-90.241238,doubt
ZHONGSHAN CITY BANFU TOWN GANG YI KNITTING FACTORY,FINISHED GOODS,EQUIPMENT,Converse,,ZHONGSHAN,"136, BAN FU TOWN",ZHONG SHAN CITY,GUANGDONG,"136, BAN FU TOWN, ZHONG SHAN CITY, GUANGDONG, China Mainland",528459,China Mainland,N ASIA,118,84,83.0%,0.0%,32.017573,120.887219,success
"ZHUJI HENGTAI KNITTING & TEXTILE CO., LTD.",FINISHED GOODS,EQUIPMENT,NIKE,,DELTA,"NO. 10, TIANYUAN WEST ROAD,",ZHUJI,ZHEJIANG,"NO. 10, TIANYUAN WEST ROAD,, ZHUJI, ZHEJIANG, China Mainland",311812,China Mainland,N ASIA,305,272,59.0%,0.0%,31.928989,118.787874,doubt
